name;suspiciousness_value;ranking
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):77;1.0;1
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#equals(java.lang.Object):86;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#KMeansPlusPlusClusterer(java.util.Random):40;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#KMeansPlusPlusClusterer(java.util.Random):41;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#KMeansPlusPlusClusterer(java.util.Random):42;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):56;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):57;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):60;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):61;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):62;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):63;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):64;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):65;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):66;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):67;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):69;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):70;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):71;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection,int,int):74;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#assignPointsToClusters(java.util.Collection,java.util.Collection):89;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#assignPointsToClusters(java.util.Collection,java.util.Collection):90;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#assignPointsToClusters(java.util.Collection,java.util.Collection):91;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#assignPointsToClusters(java.util.Collection,java.util.Collection):92;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#assignPointsToClusters(java.util.Collection,java.util.Collection):93;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#chooseInitialCenters(java.util.Collection,int,java.util.Random):107;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#chooseInitialCenters(java.util.Collection,int,java.util.Random):108;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#chooseInitialCenters(java.util.Collection,int,java.util.Random):111;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#chooseInitialCenters(java.util.Collection,int,java.util.Random):112;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#chooseInitialCenters(java.util.Collection,int,java.util.Random):114;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#chooseInitialCenters(java.util.Collection,int,java.util.Random):115;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#chooseInitialCenters(java.util.Collection,int,java.util.Random):139;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):153;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):154;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):155;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):156;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):157;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):158;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):159;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):161;2.44140625E-4;2
org.apache.commons.math.stat.clustering$KMeansPlusPlusClusterer#getNearestCluster(java.util.Collection,org.apache.commons.math.stat.clustering.Clusterable):162;2.44140625E-4;2
org.apache.commons.math.stat.clustering$Cluster#Cluster(org.apache.commons.math.stat.clustering.Clusterable):45;2.44140625E-4;2
org.apache.commons.math.stat.clustering$Cluster#Cluster(org.apache.commons.math.stat.clustering.Clusterable):46;2.44140625E-4;2
org.apache.commons.math.stat.clustering$Cluster#Cluster(org.apache.commons.math.stat.clustering.Clusterable):47;2.44140625E-4;2
org.apache.commons.math.stat.clustering$Cluster#Cluster(org.apache.commons.math.stat.clustering.Clusterable):48;2.44140625E-4;2
org.apache.commons.math.stat.clustering$Cluster#addPoint(org.apache.commons.math.stat.clustering.Clusterable):55;2.44140625E-4;2
org.apache.commons.math.stat.clustering$Cluster#addPoint(org.apache.commons.math.stat.clustering.Clusterable):56;2.44140625E-4;2
org.apache.commons.math.stat.clustering$Cluster#getPoints():63;2.44140625E-4;2
org.apache.commons.math.stat.clustering$Cluster#getCenter():71;2.44140625E-4;2
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#distanceFrom(org.apache.commons.math.stat.clustering.EuclideanIntegerPoint):57;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#centroidOf(java.util.Collection):62;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#centroidOf(java.util.Collection):63;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#centroidOf(java.util.Collection):64;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#centroidOf(java.util.Collection):65;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#centroidOf(java.util.Collection):67;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#centroidOf(java.util.Collection):68;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#centroidOf(java.util.Collection):69;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#centroidOf(java.util.Collection):71;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#equals(java.lang.Object):77;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#equals(java.lang.Object):80;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#equals(java.lang.Object):81;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#equals(java.lang.Object):84;2.5089018975452307E-6;3
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#equals(java.lang.Object):85;2.5089018975452307E-6;3
org.apache.commons.math.util$MathUtils#distance(int[],int[]):1624;1.0058283805847168E-7;4
org.apache.commons.math.util$MathUtils#distance(int[],int[]):1625;1.0058283805847168E-7;4
org.apache.commons.math.util$MathUtils#distance(int[],int[]):1626;1.0058283805847168E-7;4
org.apache.commons.math.util$MathUtils#distance(int[],int[]):1627;1.0058283805847168E-7;4
org.apache.commons.math.util$MathUtils#distance(int[],int[]):1629;1.0058283805847168E-7;4
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#EuclideanIntegerPoint(int[]):43;1.1077200472554553E-9;5
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#EuclideanIntegerPoint(int[]):44;1.1077200472554553E-9;5
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#EuclideanIntegerPoint(int[]):45;1.1077200472554553E-9;5
org.apache.commons.math.stat.clustering$EuclideanIntegerPoint#getPoint():52;1.1077200472554553E-9;5
